thisRow.t,notes,Instructions_.started,text.started,key_resp.started,Instructions_.stopped,key_resp.keys,key_resp.rt,key_resp.duration,screener.started,partyslider.started,partyInstructions.started,screener.stopped,party,partyslider.response,partyslider.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.012127300025895238,0.02378010004758835,0.02378010004758835,0.7400398999452591,space,0.6989974998869002,None,,,,,,,,pilot,001,2025-12-09_04h45.36.993,final_project,,2025.1.1,71.94125571682736,2025-12-09 04h45.40.862801 -0500,
,,,,,,,,,0.7414315000642091,0.7662585000507534,0.7662585000507534,2.202009900007397,Democratic,2.0,1.4412837999407202,pilot,001,2025-12-09_04h45.36.993,final_project,,2025.1.1,71.94125571682736,2025-12-09 04h45.40.862801 -0500,
