Pair,SIDR,weak_sentence,strong_sentence,weak_image,strong_image,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Screener.started,partyslider.started,partyInstructions.started,Screener.stopped,party,partyslider.response,partyslider.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,0.007034900016151369,0.023434899980202317,0.023434899980202317,1.1482215999858454,space,1.1009012000868097,None,,,,,,,,pilot,001,2025-12-02_14h06.49.831,acceptability-judgment-advanced,,2025.1.1,59.43571730692113,2025-12-02 14h07.06.880377 -0500,
,,,,,,,,,,,,,,,,,,,,,,1.1508010000688955,1.188332000048831,1.188332000048831,2.364393600029871,Republican,1.0,1.1781349000521004,pilot,001,2025-12-02_14h06.49.831,acceptability-judgment-advanced,,2025.1.1,59.43571730692113,2025-12-02 14h07.06.880377 -0500,
adequate/good,0.44,The spokesperson said the office equipment was adequate.,The spokesperson said the office equipment was good.,Image stimuli/Adequate_Sora_25112025.png,Image stimuli/Good_Sora_25112025 (3).png,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
